age,gender,education,employment_type,years_employed,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_emi,emi_to_income,loan_to_income,loan_purpose,default
40,Female,PhD,Self-Employed,11.0,150000.0,205384,12,17.6,753.0,0,18790.53,1.5032,1.3692,Education,0
52,Female,High School,Self-Employed,15.0,150000.0,696246,120,23.41,603.0,0,15065.42,1.2052,4.6416,Personal,1
27,Male,High School,Salaried,5.0,150000.0,525921,12,10.13,665.0,4,46268.62,3.7015,3.5061,Business,1
61,Female,Bachelor,Salaried,7.0,267203.0,696111,24,17.95,661.0,2,34735.9,1.56,2.6052,Medical,0
53,Female,High School,Business,9.0,348490.0,477078,36,8.75,731.0,0,15115.5,0.5205,1.369,Education,0
60,Male,Bachelor,Salaried,2.0,150000.0,535865,60,15.97,762.0,0,13022.66,1.0418,3.5724,Vehicle,0
59,Female,High School,Salaried,7.0,217361.0,203281,60,14.76,612.0,1,4810.47,0.2656,0.9352,Education,0
38,Female,Bachelor,Salaried,,154345.0,299254,24,11.93,623.0,2,14077.14,1.0945,1.9389,Vehicle,1
60,Male,Bachelor,Business,16.0,159972.0,493036,120,14.77,640.0,1,7885.09,0.5915,3.082,Home,0
21,Male,High School,Self-Employed,2.0,171374.0,583944,60,19.02,662.0,1,15154.26,1.0611,3.4074,Home,0
31,Female,High School,Self-Employed,3.0,150000.0,86697,12,21.38,525.0,1,8088.5,0.6471,0.578,Vehicle,0
48,Female,Bachelor,Salaried,5.0,150000.0,80946,12,20.45,505.0,0,7515.84,0.6013,0.5396,Medical,0
45,Male,Bachelor,Unemployed,5.0,181328.0,181613,48,17.15,689.0,4,5254.56,0.3477,1.0016,Medical,0
43,Female,Bachelor,Self-Employed,11.0,150000.0,593622,24,22.3,698.0,2,30884.03,2.4707,3.9575,Home,0
51,Male,Bachelor,Salaried,7.0,150000.0,457794,48,18.95,677.0,0,13676.02,1.0941,3.052,Vehicle,0
50,Female,Bachelor,Self-Employed,11.0,150000.0,485679,12,21.33,772.0,0,45300.36,3.624,3.2379,Vehicle,0
62,Male,Bachelor,Salaried,7.0,150000.0,482314,36,14.07,547.0,1,16500.75,1.3201,3.2154,Vehicle,0
55,Male,High School,Salaried,6.0,209823.0,139674,24,19.02,817.0,3,7042.13,0.4027,0.6657,Vehicle,0
27,Female,Master,Salaried,8.0,150000.0,191288,120,8.73,670.0,1,2395.29,0.1916,1.2753,Home,0
36,Male,High School,Self-Employed,0.0,150000.0,566309,84,23.29,681.0,0,13720.95,1.0977,3.7754,Vehicle,0
46,Male,Master,Salaried,5.0,150000.0,510859,48,17.88,707.0,0,14974.47,1.198,3.4057,Home,0
22,Female,Bachelor,Self-Employed,5.0,150000.0,375570,48,21.64,599.0,2,11759.46,0.9408,2.5038,Personal,1
21,Female,Bachelor,Self-Employed,1.0,150000.0,88769,12,15.51,644.0,0,8033.52,0.6427,0.5918,Home,1
32,Male,Bachelor,Self-Employed,12.0,153979.0,365823,48,8.01,797.0,1,8932.53,0.6961,2.3758,Business,0
25,Female,Master,Salaried,6.0,150000.0,242369,120,15.62,716.0,1,4002.79,0.3202,1.6158,Home,0
57,Male,Master,Salaried,8.0,,545656,12,19.48,673.0,0,50410.87,4.0329,3.6377,Vehicle,0
52,Male,Bachelor,Salaried,10.0,150000.0,631656,36,8.58,569.0,2,19963.25,1.5971,4.211,Vehicle,0
29,Male,High School,Salaried,3.0,150000.0,415069,48,9.15,574.0,1,10358.6,0.8287,2.7671,Vehicle,1
61,Male,Master,Unemployed,8.0,150000.0,347379,12,8.4,642.0,0,30282.24,2.4226,2.3159,Vehicle,1
55,Female,High School,Business,0.0,150000.0,259303,12,9.48,686.0,3,22734.19,1.8187,1.7287,Medical,1
39,Male,Master,Salaried,9.0,150000.0,137512,36,17.64,762.0,2,4946.59,0.3957,0.9167,Business,0
36,Female,Bachelor,Salaried,4.0,184291.0,400439,48,21.93,,2,12601.05,0.8205,2.1729,Personal,0
23,Male,Master,Business,5.0,197882.0,702707,84,15.27,773.0,1,13666.63,0.8288,3.5511,Personal,0
40,Female,Master,Salaried,11.0,203914.0,713158,120,20.84,659.0,1,14181.68,0.8346,3.4973,Personal,1
44,Female,High School,Salaried,14.0,150000.0,353624,84,14.08,583.0,1,6642.56,0.5314,2.3575,Personal,0
53,Female,Bachelor,Salaried,4.0,150000.0,727035,36,21.61,624.0,0,27619.33,2.2095,4.8469,Business,1
44,Male,High School,Self-Employed,3.0,150000.0,709550,36,10.1,688.0,2,22928.51,1.8343,4.7303,Home,0
31,Male,High School,Business,9.0,176968.0,785813,36,16.97,712.0,2,28004.65,1.899,4.4404,Vehicle,0
28,Male,Bachelor,Business,9.0,173294.0,426492,84,16.08,599.0,0,8490.46,0.5879,2.4611,Home,1
56,Female,High School,Salaried,2.0,150000.0,578909,48,9.2,646.0,0,14461.21,1.1569,3.8594,Home,0
58,Male,Bachelor,Self-Employed,6.0,193094.0,903776,60,11.43,606.0,0,19844.65,1.2333,4.6805,Home,0
60,Female,PhD,Self-Employed,6.0,150000.0,572904,84,15.5,842.0,0,11216.51,0.8973,3.8194,Medical,0
40,Female,Bachelor,Salaried,6.0,150000.0,288138,12,20.24,742.0,2,26724.63,2.138,1.9209,Home,0
55,Male,High School,Salaried,9.0,150000.0,120905,12,22.43,659.0,0,11341.06,0.9073,0.806,Vehicle,0
45,Female,Master,Unemployed,13.0,150000.0,721658,36,19.64,648.0,1,26687.21,2.135,4.8111,Home,1
55,Female,Master,Salaried,6.0,150000.0,744887,36,12.33,,2,24858.48,1.9887,4.9659,Business,0
45,Female,Bachelor,Salaried,14.0,150000.0,543207,60,9.2,606.0,0,11328.88,0.9063,3.6214,Personal,0
49,Male,Bachelor,Salaried,6.0,150000.0,287863,24,16.17,672.0,2,14118.06,1.1294,1.9191,Education,0
38,Male,Master,Unemployed,13.0,150000.0,658894,120,13.18,617.0,0,9908.07,0.7926,4.3926,Home,0
38,Male,High School,Self-Employed,8.0,241989.0,1159259,12,16.79,628.0,1,105614.43,5.2373,4.7905,Vehicle,0
22,Female,Master,Self-Employed,11.0,150000.0,416848,120,14.07,714.0,2,6489.81,0.5192,2.779,Personal,0
55,Female,Master,Salaried,10.0,254311.0,483806,24,13.76,505.0,1,23174.11,1.0935,1.9024,Home,0
36,Male,Master,Self-Employed,3.0,150000.0,349292,36,22.55,814.0,1,13439.21,1.0751,2.3286,Business,0
61,Female,High School,Self-Employed,8.0,150000.0,124847,12,18.51,731.0,1,11476.3,0.9181,0.8323,Home,0
56,Male,Master,Business,3.0,150000.0,456825,12,18.55,666.0,2,42001.38,3.3601,3.0455,Education,0
53,Female,Bachelor,Salaried,6.0,150000.0,330726,36,9.71,592.0,0,10626.62,0.8501,2.2048,Education,0
24,Female,Bachelor,Salaried,2.0,344182.0,1542084,24,13.93,508.0,2,73988.91,2.5796,4.4804,Personal,0
53,Female,Master,Business,6.0,175094.0,304661,24,20.09,666.0,0,15519.36,1.0636,1.74,Home,0
34,Female,High School,Self-Employed,7.0,150000.0,80649,48,16.85,634.0,1,2320.88,0.1857,0.5377,Medical,0
41,Male,Bachelor,Salaried,3.0,160844.0,613978,48,15.1,658.0,0,17118.61,1.2772,3.8172,Home,0
40,Male,Master,Salaried,6.0,150000.0,80000,60,23.55,681.0,2,2280.59,0.1824,0.5333,Medical,0
28,Female,Master,Unemployed,10.0,150000.0,443530,120,9.75,745.0,0,5800.05,0.464,2.9569,Business,0
27,Male,Master,Salaried,3.0,150000.0,197349,60,10.15,736.0,1,4207.66,0.3366,1.3157,Home,0
23,Male,High School,Salaried,,150000.0,487073,24,16.79,706.0,0,24032.87,1.9226,3.2472,Home,0
37,Female,Bachelor,Salaried,10.0,150000.0,208571,36,14.19,787.0,0,7147.72,0.5718,1.3905,Home,0
53,Male,High School,Salaried,3.0,150000.0,413767,24,15.43,667.0,2,20146.81,1.6117,2.7584,Medical,0
32,Female,Master,Self-Employed,0.0,150000.0,301171,12,16.54,691.0,0,27402.52,2.1922,2.0078,Vehicle,0
42,Female,High School,Salaried,11.0,150000.0,198224,48,9.6,797.0,0,4989.48,0.3992,1.3215,Vehicle,0
42,Female,Bachelor,Salaried,6.0,230103.0,743042,48,11.96,824.0,2,19552.56,1.0197,3.2292,Personal,0
50,Female,Bachelor,Salaried,7.0,,130497,120,16.36,692.0,0,2215.36,0.1772,0.87,Vehicle,0
58,Female,PhD,Business,15.0,150000.0,710266,84,10.69,663.0,3,12046.02,0.9637,4.7351,Home,0
58,Female,Bachelor,Business,8.0,150000.0,600237,120,21.35,786.0,0,12142.17,0.9714,4.0016,Vehicle,0
28,Female,Bachelor,Self-Employed,8.0,150000.0,693210,120,20.43,679.0,1,13594.9,1.0876,4.6214,Business,1
47,Male,Bachelor,Self-Employed,6.0,236825.0,163670,24,16.87,654.0,1,8082.0,0.4095,0.6911,Home,0
47,Female,Bachelor,Salaried,6.0,150000.0,76444,12,15.67,669.0,2,6923.9,0.5539,0.5096,Medical,1
54,Female,Bachelor,Business,6.0,150000.0,316601,24,22.84,763.0,1,16556.3,1.3245,2.1107,Home,0
41,Male,High School,Self-Employed,6.0,165888.0,543293,84,19.91,681.0,0,12035.05,0.8706,3.2751,Business,1
50,Male,Bachelor,Business,0.0,150000.0,239966,120,8.13,666.0,3,2927.96,0.2342,1.5998,Personal,0
53,Female,Master,Salaried,3.0,,775537,120,11.19,614.0,1,10766.6,0.4951,2.972,Education,0
48,Male,High School,Salaried,6.0,150000.0,484051,24,8.7,640.0,4,22047.18,1.7638,3.227,Personal,0
53,Female,High School,Self-Employed,15.0,150000.0,177348,24,23.91,728.0,0,9368.62,0.7495,1.1823,Vehicle,0
25,Female,Bachelor,Salaried,1.0,150000.0,593988,12,14.47,737.0,1,53463.92,4.2771,3.9599,Education,1
39,Male,Master,Salaried,4.0,150000.0,707042,48,9.71,567.0,1,17834.1,1.4267,4.7136,Business,0
24,Female,High School,Self-Employed,4.0,150000.0,507086,36,13.41,697.0,1,17186.04,1.3749,3.3806,Education,0
55,Male,Master,Salaried,9.0,150000.0,714797,84,23.67,,1,17489.34,1.3991,4.7653,Home,0
37,Female,Master,Self-Employed,7.0,150000.0,241140,60,9.86,513.0,0,5106.92,0.4086,1.6076,Personal,1
64,Male,High School,Salaried,4.0,195960.0,130179,120,13.39,717.0,0,1973.77,0.1209,0.6643,Vehicle,0
48,Female,High School,Self-Employed,11.0,150000.0,242019,12,12.05,744.0,0,21508.76,1.7207,1.6135,Business,0
50,Male,Bachelor,Salaried,3.0,150000.0,512475,48,20.54,766.0,1,15742.62,1.2594,3.4165,Medical,1
49,Male,PhD,Business,4.0,265200.0,845817,24,7.92,744.0,2,38223.16,1.7296,3.1894,Business,0
26,Male,Bachelor,Salaried,2.0,150000.0,255498,36,23.12,644.0,1,9906.24,0.7925,1.7033,Vehicle,1
55,Male,Bachelor,Self-Employed,10.0,212865.0,497297,60,21.83,582.0,0,13686.78,0.7716,2.3362,Personal,1
61,Female,High School,Salaried,6.0,167581.0,361029,84,13.51,701.0,2,6668.34,0.4775,2.1544,Vehicle,0
57,Male,Bachelor,Salaried,4.0,150000.0,716537,60,22.37,718.0,0,19941.0,1.5953,4.7769,Home,0
44,Male,Bachelor,Self-Employed,8.0,186507.0,357071,12,14.52,629.0,2,32147.81,2.0684,1.9145,Vehicle,0
49,Female,Bachelor,Business,13.0,166148.0,227457,24,12.32,695.0,0,10741.21,0.7758,1.369,Home,0
51,Female,Bachelor,Salaried,0.0,150000.0,456788,120,14.22,644.0,0,7152.93,0.5722,3.0453,Medical,0
55,Female,High School,Salaried,9.0,150000.0,159256,24,21.11,711.0,0,8192.08,0.6554,1.0617,Vehicle,1
53,Female,Bachelor,Salaried,13.0,160946.0,448301,36,16.76,664.0,0,15929.66,1.1877,2.7854,Home,0
41,Male,High School,Salaried,13.0,179158.0,643401,60,11.08,561.0,0,14014.78,0.9387,3.5912,Home,1
52,Male,High School,Business,6.0,150000.0,711702,12,8.65,703.0,4,62123.94,4.9699,4.7447,Business,1
43,Female,Master,Salaried,7.0,150000.0,677273,24,17.51,748.0,1,33652.11,2.6922,4.5152,Home,0
53,Female,High School,Self-Employed,7.0,150000.0,642820,60,21.0,764.0,1,17390.44,1.3912,4.2855,Education,0
23,Female,Bachelor,Salaried,5.0,150000.0,340864,60,21.62,655.0,3,9340.8,0.7473,2.2724,Home,0
38,Male,High School,Salaried,,150000.0,678432,48,21.08,717.0,2,21037.32,1.683,4.5229,Vehicle,1
45,Male,High School,Salaried,0.0,158490.0,590355,36,15.97,579.0,0,20746.39,1.5708,3.7249,Home,1
62,Male,Bachelor,Salaried,9.0,150000.0,373030,24,13.73,852.0,2,17862.7,1.429,2.4869,Personal,0
51,Female,High School,Salaried,6.0,150000.0,455752,48,23.59,551.0,0,14755.24,1.1804,3.0383,Business,1
23,Female,High School,Salaried,11.0,150000.0,369374,36,22.72,508.0,2,14244.52,1.1396,2.4625,Education,1
60,Male,Master,Business,11.0,150000.0,207831,48,19.91,770.0,0,6314.41,0.5052,1.3855,Vehicle,0
44,Male,High School,Salaried,,150000.0,379889,24,14.6,774.0,0,18347.43,1.4678,2.5326,Vehicle,0
52,Female,High School,Salaried,4.0,359503.0,1485949,12,23.56,689.0,3,140194.52,4.6796,4.1333,Home,1
42,Female,Master,Salaried,11.0,150000.0,254946,48,13.67,837.0,0,6924.65,0.554,1.6996,Education,1
43,Male,High School,Salaried,1.0,150000.0,507229,48,18.79,745.0,1,15110.06,1.2088,3.3815,Home,0
22,Female,Bachelor,Salaried,2.0,150000.0,448459,60,12.36,,1,10057.5,0.8046,2.9897,Home,0
47,Female,High School,Salaried,6.0,150000.0,696073,84,21.29,735.0,1,16002.31,1.2802,4.6405,Home,0
62,Female,High School,Business,4.0,150000.0,578664,24,21.69,590.0,0,29931.51,2.3945,3.8578,Education,0
22,Female,Bachelor,Business,6.0,150000.0,318939,48,15.9,629.0,3,9022.49,0.7218,2.1263,Personal,0
46,Male,PhD,Business,5.0,150000.0,454165,84,16.78,801.0,1,9223.58,0.7379,3.0278,Business,0
37,Male,High School,Salaried,6.0,243302.0,1119299,12,23.15,674.0,1,105380.58,5.1975,4.6005,Personal,0
60,Female,Bachelor,Salaried,12.0,150000.0,227874,48,9.84,666.0,1,5761.98,0.461,1.5192,Business,0
53,Male,High School,Unemployed,2.0,,395276,36,15.28,725.0,2,13756.63,1.1005,2.6352,Medical,0
29,Female,High School,Self-Employed,5.0,318022.0,476257,12,16.22,761.0,0,43260.8,1.6324,1.4976,Business,0
63,Female,Master,Salaried,10.0,230001.0,548071,12,20.97,827.0,3,51025.07,2.6622,2.3829,Business,1
59,Female,High School,Salaried,7.0,150000.0,114300,48,20.33,669.0,2,3498.32,0.2799,0.762,Personal,0
49,Male,Master,Salaried,3.0,150000.0,666280,48,17.43,583.0,0,19374.08,1.5499,4.4419,Business,1
62,Male,High School,Self-Employed,6.0,150000.0,735315,60,10.07,753.0,2,15648.61,1.2519,4.9021,Home,1
46,Female,Master,Business,0.0,150000.0,458270,24,14.2,566.0,1,22046.19,1.7637,3.0551,Medical,0
55,Male,Bachelor,Salaried,11.0,150000.0,448999,60,9.0,678.0,1,9320.48,0.7456,2.9933,Vehicle,0
45,Female,Master,Salaried,7.0,249783.0,1199259,36,9.98,602.0,4,38685.45,1.8585,4.8012,Personal,0
44,Female,High School,Salaried,15.0,,460862,24,11.24,690.0,0,21531.17,1.2724,2.2696,Business,0
33,Male,Master,Salaried,2.0,171373.0,564658,60,13.01,603.0,3,12850.6,0.8998,3.2949,Education,0
27,Female,Bachelor,Self-Employed,4.0,150000.0,640151,60,14.76,631.0,2,15148.62,1.2119,4.2677,Personal,1
56,Male,Bachelor,Self-Employed,7.0,150000.0,416377,48,19.39,618.0,0,12535.57,1.0028,2.7758,Home,0
40,Male,Master,Salaried,12.0,150000.0,224511,60,7.88,463.0,2,4539.39,0.3632,1.4967,Education,0
21,Female,Bachelor,Self-Employed,5.0,370561.0,1540480,48,21.89,629.0,0,48442.53,1.5687,4.1572,Home,1
28,Female,Master,Salaried,4.0,150000.0,258016,12,23.87,839.0,1,24381.66,1.9505,1.7201,Home,0
36,Male,Bachelor,Self-Employed,7.0,,644548,24,23.41,747.0,2,33888.45,2.7111,4.297,Home,0
34,Female,Bachelor,Self-Employed,4.0,150000.0,712613,48,14.51,729.0,0,19656.0,1.5725,4.7508,Vehicle,1
32,Male,Master,Salaried,8.0,150000.0,443583,84,14.09,559.0,1,8334.82,0.6668,2.9572,Business,1
43,Male,High School,Self-Employed,7.0,150000.0,108275,84,16.12,635.0,0,2157.97,0.1726,0.7218,Education,0
35,Male,Bachelor,Salaried,9.0,150000.0,720042,84,18.47,,2,15332.73,1.2266,4.8003,Business,0
48,Female,PhD,Salaried,10.0,150000.0,636143,84,12.08,822.0,0,11256.9,0.9006,4.241,Home,0
54,Male,Bachelor,Salaried,8.0,150000.0,154217,60,18.31,504.0,0,3942.15,0.3154,1.0281,Business,0
22,Female,High School,Salaried,11.0,150000.0,499836,84,12.6,680.0,0,8984.66,0.7188,3.3322,Personal,0
52,Female,Bachelor,Self-Employed,5.0,181392.0,348318,48,18.4,548.0,2,10304.79,0.6817,1.9203,Medical,0
43,Female,Master,Salaried,1.0,150000.0,297972,12,18.27,694.0,0,27356.37,2.1885,1.9865,Personal,0
42,Male,PhD,Self-Employed,2.0,150000.0,466707,36,7.51,705.0,0,14519.63,1.1616,3.1114,Business,0
45,Male,PhD,Business,6.0,160438.0,594175,36,21.88,674.0,0,22654.94,1.6945,3.7035,Education,0
42,Male,Bachelor,Salaried,8.0,150000.0,82582,12,10.68,817.0,1,7286.41,0.5829,0.5505,Home,0
42,Female,Bachelor,Salaried,9.0,150000.0,178054,60,23.88,487.0,0,5109.86,0.4088,1.187,Home,0
62,Female,High School,Salaried,4.0,184695.0,842690,24,16.58,608.0,1,41494.64,2.696,4.5626,Home,0
26,Female,High School,Salaried,10.0,150000.0,409119,24,13.88,647.0,2,19619.8,1.5696,2.7275,Education,0
35,Female,High School,Salaried,0.0,150000.0,407016,48,9.01,614.0,1,10130.54,0.8104,2.7134,Business,0
63,Male,High School,Self-Employed,4.0,150000.0,642212,120,18.74,573.0,1,11879.4,0.9504,4.2814,Business,0
57,Female,Master,Salaried,8.0,150000.0,162328,36,13.44,541.0,1,5503.94,0.4403,1.0822,Vehicle,0
53,Female,Master,Self-Employed,10.0,233714.0,867427,12,23.39,715.0,0,81767.69,4.1983,3.7115,Business,1
28,Male,Bachelor,Salaried,10.0,150000.0,416702,120,21.64,722.0,4,8511.19,0.6809,2.778,Education,0
64,Male,PhD,Salaried,10.0,256280.0,983384,60,9.55,525.0,0,20676.93,0.9682,3.8371,Vehicle,0
64,Female,PhD,Salaried,,150000.0,533505,12,15.05,788.0,1,48165.85,3.8533,3.5567,Home,0
25,Female,Bachelor,Salaried,6.0,150000.0,524876,36,14.83,661.0,0,18151.33,1.4521,3.4992,Vehicle,0
59,Male,Bachelor,Salaried,0.0,150000.0,652825,12,19.19,614.0,2,60221.33,4.8177,4.3522,Education,0
24,Female,High School,Self-Employed,6.0,150000.0,446776,12,12.0,712.0,2,39695.51,3.1756,2.9785,Home,0
26,Male,Bachelor,Self-Employed,2.0,195330.0,456158,12,21.3,623.0,1,42540.3,2.6134,2.3353,Home,1
52,Male,High School,Salaried,9.0,150000.0,208984,48,23.03,743.0,0,6701.68,0.5361,1.3932,Business,1
50,Female,Bachelor,Self-Employed,,178971.0,366513,60,16.61,705.0,0,9032.11,0.6056,2.0479,Business,0
55,Female,Master,Salaried,6.0,150000.0,662201,24,22.8,725.0,1,34615.94,2.7693,4.4147,Home,0
60,Female,Bachelor,Salaried,2.0,150000.0,302794,120,12.87,601.0,0,4497.85,0.3598,2.0186,Business,0
36,Male,High School,Business,6.0,,740161,120,12.74,767.0,3,10938.18,0.8751,4.9344,Personal,0
33,Male,Bachelor,Business,6.0,209543.0,678070,60,19.44,799.0,0,17754.08,1.0167,3.2359,Vehicle,1
62,Male,Bachelor,Business,0.0,247741.0,1032424,36,14.83,624.0,0,35703.43,1.7294,4.1674,Vehicle,0
50,Male,High School,Salaried,,150000.0,407951,120,12.06,621.0,2,5867.07,0.4694,2.7197,Vehicle,0
39,Male,High School,Unemployed,5.0,260302.0,896869,24,12.61,511.0,1,42474.68,1.9581,3.4455,Home,1
37,Male,PhD,Self-Employed,7.0,150000.0,742932,84,21.23,536.0,0,17052.3,1.3642,4.9529,Personal,0
39,Male,High School,Salaried,5.0,150000.0,412682,48,18.18,721.0,0,12161.38,0.9729,2.7512,Personal,0
48,Male,Master,Unemployed,4.0,150000.0,252767,24,20.56,617.0,1,12934.03,1.0347,1.6851,Vehicle,0
46,Female,Bachelor,Business,10.0,150000.0,513667,24,14.31,753.0,1,24737.93,1.979,3.4244,Home,1
57,Male,Bachelor,Self-Employed,11.0,189711.0,879923,24,22.99,762.0,0,46080.11,2.9148,4.6382,Personal,0
46,Male,High School,Business,10.0,154583.0,89255,12,22.2,649.0,1,8362.36,0.6492,0.5774,Business,0
43,Female,Master,Salaried,1.0,150000.0,744975,36,8.09,768.0,0,23375.75,1.8701,4.9665,Personal,0
29,Male,Master,Self-Employed,12.0,238783.0,704521,84,13.52,712.0,0,13016.63,0.6541,2.9505,Personal,0
32,Female,High School,Salaried,9.0,269473.0,1104165,48,8.72,762.0,2,27330.62,1.2171,4.0975,Home,1
21,Male,High School,Unemployed,11.0,150000.0,154799,84,11.42,515.0,0,2684.84,0.2148,1.032,Home,1
21,Male,High School,Self-Employed,11.0,150000.0,271764,36,22.77,666.0,4,10487.36,0.839,1.8118,Vehicle,1
54,Male,Master,Business,8.0,,734582,12,22.28,763.0,1,68851.77,5.5081,4.8972,Vehicle,0
52,Male,Bachelor,Salaried,3.0,150000.0,269335,48,8.43,569.0,3,6629.75,0.5304,1.7956,Education,0
45,Female,High School,Self-Employed,3.0,177494.0,417992,120,8.09,748.0,4,5091.3,0.3442,2.355,Business,1
60,Female,Bachelor,Salaried,,150000.0,264473,84,18.16,703.0,1,5583.48,0.4467,1.7632,Vehicle,0
21,Male,Bachelor,Self-Employed,6.0,150000.0,391215,12,11.39,766.0,0,34647.44,2.7718,2.6081,Education,0
36,Male,Master,Self-Employed,3.0,197377.0,239959,48,7.54,663.0,3,5806.43,0.353,1.2157,Vehicle,0
59,Female,Bachelor,Salaried,0.0,150000.0,418472,48,21.24,706.0,2,13012.36,1.041,2.7898,Vehicle,0
25,Male,High School,Salaried,0.0,150000.0,276446,60,13.84,550.0,0,6409.51,0.5128,1.843,Medical,1
42,Female,High School,Salaried,6.0,150000.0,625209,12,14.38,743.0,0,56247.56,4.4998,4.1681,Vehicle,0
49,Male,Bachelor,Salaried,5.0,150000.0,338090,36,9.3,,4,10798.44,0.8639,2.2539,Business,0
23,Female,High School,Salaried,9.0,150000.0,610086,120,15.34,607.0,1,9970.23,0.7976,4.0672,Personal,0
32,Male,Master,Salaried,6.0,150000.0,508184,120,20.31,611.0,1,9925.62,0.794,3.3879,Business,0
46,Male,Bachelor,Salaried,11.0,150000.0,692688,84,12.44,512.0,1,12391.43,0.9913,4.6179,Vehicle,0
36,Female,Bachelor,Business,4.0,150000.0,622171,12,21.16,658.0,2,57980.48,4.6384,4.1478,Education,0
57,Female,Bachelor,Business,8.0,150000.0,683255,84,18.23,732.0,0,14452.8,1.1562,4.555,Home,0
42,Male,Bachelor,Self-Employed,9.0,150000.0,429808,12,14.35,640.0,0,38662.04,3.093,2.8654,Business,0
49,Female,Bachelor,Salaried,7.0,150000.0,691575,12,15.83,,1,62691.57,5.0153,4.6105,Business,0
34,Female,Master,Self-Employed,11.0,152447.0,182376,60,9.34,582.0,1,3815.99,0.3004,1.1963,Medical,0
48,Male,Bachelor,Salaried,9.0,218827.0,192562,60,22.25,684.0,4,5345.76,0.2931,0.88,Vehicle,0
25,Female,Master,Self-Employed,10.0,150000.0,430064,60,22.25,681.0,0,11939.11,0.9551,2.8671,Business,0
50,Male,Bachelor,Salaried,4.0,150000.0,632582,60,13.81,728.0,0,14656.84,1.1725,4.2172,Medical,0
25,Female,High School,Salaried,6.0,150000.0,218218,12,18.37,782.0,1,20044.67,1.6036,1.4548,Vehicle,0
32,Female,High School,Self-Employed,0.0,150000.0,728815,120,20.12,671.0,1,14142.8,1.1314,4.8588,Personal,0
36,Male,Master,Salaried,6.0,150000.0,200038,36,21.12,649.0,0,7548.78,0.6039,1.3336,Education,1
46,Male,Master,Business,1.0,,553372,24,19.46,631.0,0,28018.55,2.2415,3.6891,Home,0
46,Male,Bachelor,Self-Employed,16.0,150000.0,692705,12,15.77,737.0,0,62774.35,5.0219,4.618,Personal,0
41,Male,Bachelor,Salaried,8.0,150000.0,726617,84,19.01,796.0,0,15705.07,1.2564,4.8441,Education,0
59,Female,High School,Self-Employed,5.0,150000.0,521453,36,23.13,,0,20220.65,1.6177,3.4764,Business,0
56,Male,Bachelor,Salaried,10.0,159246.0,491104,24,15.28,639.0,0,23877.37,1.7993,3.0839,Vehicle,0
53,Male,PhD,Salaried,1.0,150000.0,136331,24,8.85,684.0,3,6218.87,0.4975,0.9089,Vehicle,1
50,Female,Master,Salaried,5.0,150000.0,88370,60,20.84,685.0,1,2382.76,0.1906,0.5891,Home,0
57,Female,Bachelor,Salaried,5.0,150000.0,740387,24,19.4,609.0,2,37465.93,2.9973,4.9359,Business,0
43,Male,Bachelor,Salaried,9.0,165459.0,287013,84,12.4,879.0,0,5128.16,0.3719,1.7346,Education,0
30,Female,Bachelor,Salaried,3.0,150000.0,123762,84,17.21,577.0,0,2544.22,0.2035,0.8251,Education,0
25,Female,Bachelor,Salaried,4.0,150000.0,438473,36,8.7,560.0,4,13882.18,1.1106,2.9232,Education,0
56,Female,Bachelor,Salaried,7.0,150000.0,286003,60,15.4,561.0,2,6864.19,0.5491,1.9067,Business,0
54,Female,Bachelor,Self-Employed,9.0,150000.0,316375,12,14.08,677.0,2,28418.31,2.2735,2.1092,Business,0
51,Female,High School,Salaried,,150000.0,313790,12,11.64,694.0,1,27827.04,2.2262,2.0919,Personal,1
30,Male,Master,Salaried,3.0,150000.0,242865,60,10.04,594.0,0,5164.94,0.4132,1.6191,Business,0
39,Male,Bachelor,Salaried,7.0,150000.0,728183,120,13.17,835.0,0,10945.69,0.8757,4.8546,Personal,0
52,Female,Master,Salaried,4.0,,254024,60,22.95,638.0,2,7153.76,0.5723,1.6935,Home,0
21,Female,Master,Unemployed,3.0,150000.0,451008,24,15.98,482.0,2,22078.44,1.7663,3.0067,Vehicle,0
25,Female,Bachelor,Self-Employed,8.0,150000.0,236071,120,10.82,,1,3227.87,0.2582,1.5738,Medical,0
24,Female,Master,Business,9.0,150000.0,589255,24,21.28,752.0,1,30360.35,2.4288,3.9284,Home,1
